filename,size_px,contrast,anomaly_score,detected
BraTS2021_01467_flair_13.png,13.0,0.092874,0.006833,0
BraTS2021_01467_flair_18.png,128.0,0.161779,0.008243,0
BraTS2021_01467_flair_23.png,218.0,0.200927,0.011605,0
BraTS2021_01467_flair_28.png,302.0,0.233158,0.015905,0
BraTS2021_01467_flair_33.png,359.0,0.243253,0.019347,0
BraTS2021_01467_flair_38.png,403.0,0.244605,0.019501,0
BraTS2021_01467_flair_43.png,418.0,0.235343,0.018607,0
BraTS2021_01467_flair_48.png,413.0,0.247306,0.016489,0
BraTS2021_01467_flair_53.png,401.0,0.258351,0.014838,0
BraTS2021_01467_flair_58.png,353.0,0.236396,0.010523,0
BraTS2021_01467_flair_63.png,279.0,0.225144,0.009525,0
BraTS2021_01467_flair_68.png,223.0,0.227865,0.008232,0
BraTS2021_01468_flair_0.png,203.0,0.186996,0.010179,0
BraTS2021_01468_flair_10.png,235.0,0.18887,0.015631,0
BraTS2021_01468_flair_15.png,204.0,0.167565,0.016022,0
BraTS2021_01468_flair_20.png,154.0,0.102315,0.010367,0
BraTS2021_01468_flair_25.png,39.0,0.045646,0.009739,0
BraTS2021_01468_flair_5.png,232.0,0.212978,0.015989,0
BraTS2021_01469_flair_0.png,111.0,0.17679,0.005822,0
BraTS2021_01469_flair_10.png,126.0,0.112546,0.006306,0
BraTS2021_01469_flair_15.png,91.0,0.089682,0.007071,0
BraTS2021_01469_flair_20.png,88.0,0.074786,0.006041,0
BraTS2021_01469_flair_25.png,40.0,0.073428,0.003817,0
BraTS2021_01469_flair_5.png,152.0,0.18578,0.00487,0
BraTS2021_01470_flair_0.png,154.0,0.359517,0.019226,0
BraTS2021_01470_flair_10.png,212.0,0.319322,0.018913,0
BraTS2021_01470_flair_15.png,204.0,0.337684,0.02302,0
BraTS2021_01470_flair_20.png,173.0,0.312246,0.019654,0
BraTS2021_01470_flair_25.png,173.0,0.298169,0.024151,0
BraTS2021_01470_flair_30.png,60.0,0.204565,0.015897,0
BraTS2021_01470_flair_35.png,10.0,0.097587,0.014675,0
BraTS2021_01470_flair_5.png,155.0,0.309657,0.016174,0
BraTS2021_01471_flair_12.png,13.0,0.058263,0.010956,0
BraTS2021_01471_flair_17.png,122.0,0.117855,0.014952,0
BraTS2021_01471_flair_22.png,231.0,0.214369,0.025631,0
BraTS2021_01471_flair_27.png,356.0,0.264595,0.031889,1
BraTS2021_01471_flair_32.png,411.0,0.294965,0.03588,1
BraTS2021_01471_flair_37.png,440.0,0.313625,0.032542,1
BraTS2021_01471_flair_42.png,462.0,0.325541,0.027639,0
BraTS2021_01471_flair_47.png,450.0,0.328059,0.025806,0
BraTS2021_01471_flair_52.png,411.0,0.323682,0.022846,0
BraTS2021_01471_flair_57.png,326.0,0.274664,0.016593,0
BraTS2021_01471_flair_62.png,236.0,0.292537,0.013202,0
BraTS2021_01471_flair_67.png,119.0,0.321188,0.010355,0
BraTS2021_01472_flair_0.png,189.0,0.27922,0.017023,0
BraTS2021_01472_flair_10.png,105.0,0.247744,0.015269,0
BraTS2021_01472_flair_15.png,30.0,0.217537,0.011249,0
BraTS2021_01472_flair_5.png,149.0,0.234056,0.015721,0
BraTS2021_01473_flair_0.png,283.0,0.18061,0.004396,0
BraTS2021_01473_flair_10.png,323.0,0.198465,0.015117,0
BraTS2021_01473_flair_15.png,275.0,0.28011,0.032701,1
BraTS2021_01473_flair_20.png,276.0,0.335917,0.047416,1
BraTS2021_01473_flair_25.png,262.0,0.291828,0.034034,1
BraTS2021_01473_flair_30.png,227.0,0.183691,0.011198,0
BraTS2021_01473_flair_35.png,170.0,0.115415,0.006182,0
BraTS2021_01473_flair_40.png,98.0,0.079492,0.003852,0
BraTS2021_01473_flair_45.png,30.0,0.066756,0.003184,0
BraTS2021_01473_flair_5.png,290.0,0.164461,0.007008,0
BraTS2021_01474_flair_0.png,103.0,0.187033,0.004978,0
BraTS2021_01474_flair_10.png,191.0,0.223951,0.009528,0
BraTS2021_01474_flair_15.png,200.0,0.262281,0.014058,0
BraTS2021_01474_flair_20.png,185.0,0.272167,0.013567,0
BraTS2021_01474_flair_25.png,177.0,0.254371,0.015898,0
BraTS2021_01474_flair_30.png,142.0,0.210209,0.010426,0
BraTS2021_01474_flair_35.png,85.0,0.152326,0.006369,0
BraTS2021_01474_flair_40.png,42.0,0.095072,0.004945,0
BraTS2021_01474_flair_5.png,134.0,0.196139,0.006084,0
BraTS2021_01475_flair_0.png,52.0,0.243111,0.011205,0
BraTS2021_01475_flair_10.png,239.0,0.217073,0.021729,0
BraTS2021_01475_flair_15.png,305.0,0.249485,0.020686,0
BraTS2021_01475_flair_20.png,364.0,0.25408,0.020491,0
