filename,size_px,contrast,anomaly_score,detected
BraTS2021_01467_flair_13.png,13.0,0.092874,0.00509,0
BraTS2021_01467_flair_18.png,128.0,0.161779,0.006703,0
BraTS2021_01467_flair_23.png,218.0,0.200927,0.009044,0
BraTS2021_01467_flair_28.png,302.0,0.233158,0.011029,0
BraTS2021_01467_flair_33.png,359.0,0.243253,0.01255,0
BraTS2021_01467_flair_38.png,403.0,0.244605,0.012959,0
BraTS2021_01467_flair_43.png,418.0,0.235343,0.012199,0
BraTS2021_01467_flair_48.png,413.0,0.247306,0.011986,0
BraTS2021_01467_flair_53.png,401.0,0.258351,0.01075,0
BraTS2021_01467_flair_58.png,353.0,0.236396,0.007904,0
BraTS2021_01467_flair_63.png,279.0,0.225144,0.007475,0
BraTS2021_01467_flair_68.png,223.0,0.227865,0.007008,0
BraTS2021_01468_flair_0.png,203.0,0.186996,0.007721,0
BraTS2021_01468_flair_10.png,235.0,0.18887,0.015106,0
BraTS2021_01468_flair_15.png,204.0,0.167565,0.012044,0
BraTS2021_01468_flair_20.png,154.0,0.102315,0.006955,0
BraTS2021_01468_flair_25.png,39.0,0.045646,0.004907,0
BraTS2021_01468_flair_5.png,232.0,0.212978,0.014611,0
BraTS2021_01469_flair_0.png,111.0,0.17679,0.003697,0
BraTS2021_01469_flair_10.png,126.0,0.112546,0.004554,0
BraTS2021_01469_flair_15.png,91.0,0.089682,0.004443,0
BraTS2021_01469_flair_20.png,88.0,0.074786,0.00399,0
BraTS2021_01469_flair_25.png,40.0,0.073428,0.00243,0
BraTS2021_01469_flair_5.png,152.0,0.18578,0.004194,0
BraTS2021_01470_flair_0.png,154.0,0.359517,0.013742,0
BraTS2021_01470_flair_10.png,212.0,0.319322,0.013692,0
BraTS2021_01470_flair_15.png,204.0,0.337684,0.017419,0
BraTS2021_01470_flair_20.png,173.0,0.312246,0.014011,0
BraTS2021_01470_flair_25.png,173.0,0.298169,0.01529,0
BraTS2021_01470_flair_30.png,60.0,0.204565,0.012413,0
BraTS2021_01470_flair_35.png,10.0,0.097587,0.009401,0
BraTS2021_01470_flair_5.png,155.0,0.309657,0.011181,0
BraTS2021_01471_flair_12.png,13.0,0.058263,0.00966,0
BraTS2021_01471_flair_17.png,122.0,0.117855,0.012223,0
BraTS2021_01471_flair_22.png,231.0,0.214369,0.022394,0
BraTS2021_01471_flair_27.png,356.0,0.264595,0.027538,1
BraTS2021_01471_flair_32.png,411.0,0.294965,0.032425,1
BraTS2021_01471_flair_37.png,440.0,0.313625,0.029836,1
BraTS2021_01471_flair_42.png,462.0,0.325541,0.027246,1
BraTS2021_01471_flair_47.png,450.0,0.328059,0.024934,0
BraTS2021_01471_flair_52.png,411.0,0.323682,0.019148,0
BraTS2021_01471_flair_57.png,326.0,0.274664,0.015144,0
BraTS2021_01471_flair_62.png,236.0,0.292537,0.011789,0
BraTS2021_01471_flair_67.png,119.0,0.321188,0.008567,0
BraTS2021_01472_flair_0.png,189.0,0.27922,0.01382,0
BraTS2021_01472_flair_10.png,105.0,0.247744,0.01204,0
BraTS2021_01472_flair_15.png,30.0,0.217537,0.008845,0
BraTS2021_01472_flair_5.png,149.0,0.234056,0.013957,0
BraTS2021_01473_flair_0.png,283.0,0.18061,0.002687,0
BraTS2021_01473_flair_10.png,323.0,0.198465,0.01263,0
BraTS2021_01473_flair_15.png,275.0,0.28011,0.024802,0
BraTS2021_01473_flair_20.png,276.0,0.335917,0.03672,1
BraTS2021_01473_flair_25.png,262.0,0.291828,0.029553,1
BraTS2021_01473_flair_30.png,227.0,0.183691,0.009775,0
BraTS2021_01473_flair_35.png,170.0,0.115415,0.004411,0
BraTS2021_01473_flair_40.png,98.0,0.079492,0.0025,0
BraTS2021_01473_flair_45.png,30.0,0.066756,0.001206,0
BraTS2021_01473_flair_5.png,290.0,0.164461,0.005156,0
BraTS2021_01474_flair_0.png,103.0,0.187033,0.004382,0
BraTS2021_01474_flair_10.png,191.0,0.223951,0.006379,0
BraTS2021_01474_flair_15.png,200.0,0.262281,0.011139,0
BraTS2021_01474_flair_20.png,185.0,0.272167,0.012655,0
BraTS2021_01474_flair_25.png,177.0,0.254371,0.014259,0
BraTS2021_01474_flair_30.png,142.0,0.210209,0.009292,0
BraTS2021_01474_flair_35.png,85.0,0.152326,0.004258,0
BraTS2021_01474_flair_40.png,42.0,0.095072,0.003681,0
BraTS2021_01474_flair_5.png,134.0,0.196139,0.004359,0
BraTS2021_01475_flair_0.png,52.0,0.243111,0.010252,0
BraTS2021_01475_flair_10.png,239.0,0.217073,0.018181,0
BraTS2021_01475_flair_15.png,305.0,0.249485,0.019633,0
BraTS2021_01475_flair_20.png,364.0,0.25408,0.020289,0
BraTS2021_01475_flair_25.png,408.0,0.273749,0.022832,0
